date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:20:24	13928/13928	U--M--	200	updated ('OK')	text/html	etag:%2239d36e-3668-5c6e17c0%22	cwiki.apache.org/WW/strutsproperties.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/strutsproperties.html	(from cwiki.apache.org/WW/guides.html)
16:20:24	8336/8336	U--M--	200	updated ('OK')	text/html	etag:%2239d54f-2090-6a516400%22	cwiki.apache.org/WW/velocityproperties.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/velocityproperties.html	(from cwiki.apache.org/WW/guides.html)
16:20:24	6843/6843	U--M--	200	updated ('OK')	text/html	etag:%2239d390-1abb-5d2532c0%22	cwiki.apache.org/WW/struts-defaultvm.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/struts-defaultvm.html	(from cwiki.apache.org/WW/guides.html)
16:20:24	30642/30642	U--M--	200	updated ('OK')	text/html	etag:%2239d354-77b2-5b1e6640%22	cwiki.apache.org/WW/struts-defaultxml.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/struts-defaultxml.html	(from cwiki.apache.org/WW/guides.html)
16:20:24	11102/11102	U--M--	200	updated ('OK')	text/html	etag:%2239d47c-2b5e-62b04400%22	cwiki.apache.org/WW/struts-configuration-elements.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/struts-configuration-elements.html	(from cwiki.apache.org/WW/guides.html)
16:20:25	30913/30913	U--M--	200	updated ('OK')	text/html	etag:%2239d499-78c1-6348da80%22	cwiki.apache.org/WW/type-conversion.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/type-conversion.html	(from cwiki.apache.org/WW/guides.html)
16:20:25	15149/15149	U--M--	200	updated ('OK')	text/html	etag:%2239d602-3b2d-6254b680%22	cwiki.apache.org/WW/localization.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/localization.html	(from cwiki.apache.org/WW/guides.html)
16:20:25	61850/61850	U--M--	200	updated ('OK')	text/html	etag:%2239d53d-f19a-697bc480%22	cwiki.apache.org/WW/validation.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/validation.html	(from cwiki.apache.org/WW/guides.html)
16:20:26	13542/13542	U--M--	200	updated ('OK')	text/html	etag:%2239d4f8-34e6-66cd1f40%22	cwiki.apache.org/WW/action-chaining.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/action-chaining.html	(from cwiki.apache.org/WW/guides.html)
16:20:26	50646/50646	U--M--	200	updated ('OK')	text/html	etag:%2239d4ca-c5d6-5f1cbd00%22	cwiki.apache.org/WW/interceptors.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/interceptors.html	(from cwiki.apache.org/WW/guides.html)
16:20:26	17560/17560	U--M--	200	updated ('OK')	text/html	etag:%225740d2-4498-6b270380%22	cwiki.apache.org/WW/profiling.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/profiling.html	(from cwiki.apache.org/WW/guides.html)
16:20:26	18756/18756	U--M--	200	updated ('OK')	text/html	etag:%2239d4aa-4944-648949c0%22	cwiki.apache.org/WW/actionmapper.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/actionmapper.html	(from cwiki.apache.org/WW/guides.html)
16:20:26	8094/8094	U--M--	200	updated ('OK')	text/html	etag:%2239d380-1f9e-5cc9a540%22	cwiki.apache.org/WW/dependency-injection.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/dependency-injection.html	(from cwiki.apache.org/WW/guides.html)
16:20:27	18036/18036	U--M--	200	updated ('OK')	text/html	etag:%2239d535-4674-68785e40%22	cwiki.apache.org/WW/spring.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/spring.html	(from cwiki.apache.org/WW/guides.html)
16:20:27	12655/12655	U--M--	200	updated ('OK')	text/html	etag:%2239d541-316f-69c80fc0%22	cwiki.apache.org/WW/portlet-configuration.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/portlet-configuration.html	(from cwiki.apache.org/WW/guides.html)
16:20:27	25570/25570	U--M--	200	updated ('OK')	text/html	etag:%2239d605-63e2-61acddc0%22	cwiki.apache.org/WW/annotations.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/annotations.html	(from cwiki.apache.org/WW/guides.html)
16:20:27	9515/9515	U--M--	200	updated ('OK')	text/html	etag:%2239d5da-252b-6aacf180%22	cwiki.apache.org/WW/tag-developers-guide.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/tag-developers-guide.html	(from cwiki.apache.org/WW/guides.html)
16:20:27	10289/10289	U--M--	200	updated ('OK')	text/html	etag:%2239d5d5-2831-67a2bec0%22	cwiki.apache.org/WW/struts-tags.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/struts-tags.html	(from cwiki.apache.org/WW/guides.html)
16:20:27	6907/6907	U--M--	200	updated ('OK')	text/html	etag:%2239d338-1afb-6adab840%22	cwiki.apache.org/WW/generic-tags.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/generic-tags.html	(from cwiki.apache.org/WW/guides.html)
16:20:28	10157/10157	U--M--	200	updated ('OK')	text/html	etag:%2239d58b-27ad-6adab840%22	cwiki.apache.org/WW/ui-tags.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/ui-tags.html	(from cwiki.apache.org/WW/guides.html)
16:20:28	11693/11693	U--M--	200	updated ('OK')	text/html	etag:%2239d51b-2dad-67937c80%22	cwiki.apache.org/WW/themes-and-templates.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/themes-and-templates.html	(from cwiki.apache.org/WW/guides.html)
16:20:28	14406/14406	U--M--	200	updated ('OK')	text/html	etag:%2239d4e7-3846-66530d40%22	cwiki.apache.org/WW/ognl.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/ognl.html	(from cwiki.apache.org/WW/guides.html)
16:20:28	12243/12243	U--M--	200	updated ('OK')	text/html	etag:%2239d5d6-2fd3-6acb7600%22	cwiki.apache.org/WW/tag-reference.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/tag-reference.html	(from cwiki.apache.org/WW/guides.html)
16:20:29	13156/13156	U--M--	200	updated ('OK')	text/html	etag:%2239d3f7-3364-5e289900%22	cwiki.apache.org/WW/tag-syntax.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/tag-syntax.html	(from cwiki.apache.org/WW/guides.html)
16:20:29	7509/7509	U--M--	200	updated ('OK')	text/html	etag:%2239d41e-1d55-6010e100%22	cwiki.apache.org/WW/jsp-tags.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/jsp-tags.html	(from cwiki.apache.org/WW/guides.html)
16:20:29	11762/11762	U--M--	200	updated ('OK')	text/html	etag:%2239d4b7-2df2-64f41980%22	cwiki.apache.org/WW/jsp.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/jsp.html	(from cwiki.apache.org/WW/guides.html)
16:20:29	17123/17123	U--M--	200	updated ('OK')	text/html	etag:%2239d53f-42e3-69a98b40%22	cwiki.apache.org/WW/freemarker-tags.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/freemarker-tags.html	(from cwiki.apache.org/WW/guides.html)
16:20:29	22663/22663	U--M--	200	updated ('OK')	text/html	etag:%2239d484-5887-62de0ac0%22	cwiki.apache.org/WW/freemarker.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/freemarker.html	(from cwiki.apache.org/WW/guides.html)
16:20:29	12321/12321	U--M--	200	updated ('OK')	text/html	etag:%2239d393-3021-5d2532c0%22	cwiki.apache.org/WW/velocity.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/velocity.html	(from cwiki.apache.org/WW/guides.html)
16:20:30	8233/8233	U--M--	200	updated ('OK')	text/html	etag:%2239d40d-2029-5f59c600%22	cwiki.apache.org/WW/velocity-tags.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/velocity-tags.html	(from cwiki.apache.org/WW/guides.html)
16:20:30	7938/7938	U--M--	200	updated ('OK')	text/html	etag:%2239d500-1f02-66eba3c0%22	cwiki.apache.org/WW/migration-strategies.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/migration-strategies.html	(from cwiki.apache.org/WW/guides.html)
16:20:30	13763/13763	U--M--	200	updated ('OK')	text/html	etag:%2239d470-35c3-6263f8c0%22	cwiki.apache.org/WW/comparing-struts-1-and-2.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/comparing-struts-1-and-2.html	(from cwiki.apache.org/WW/guides.html)
16:20:31	8510/8510	U--M--	200	updated ('OK')	text/html	etag:%2239d410-213e-5f784a80%22	cwiki.apache.org/WW/migration-tools.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/migration-tools.html	(from cwiki.apache.org/WW/guides.html)
16:20:31	13197/13197	U--M--	200	updated ('OK')	text/html	etag:%2239d517-338d-67937c80%22	cwiki.apache.org/WW/issues-and-solutions.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/issues-and-solutions.html	(from cwiki.apache.org/WW/guides.html)
16:20:31	24423/24423	U--M--	200	updated ('OK')	text/html	etag:%2239d36f-5f67-5c6e17c0%22	cwiki.apache.org/WW/release-notes-200.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/release-notes-200.html	(from cwiki.apache.org/WW/guides.html)
16:20:31	8898/8898	U--M--	200	updated ('OK')	text/html	etag:%225740b2-22c2-6a60a640%22	cwiki.apache.org/WW/what-has-changed-since-webwork-2.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/what-has-changed-since-webwork-2.html	(from cwiki.apache.org/WW/guides.html)
16:20:32	7952/7952	U--M--	200	updated ('OK')	text/html	etag:%2239d60e-1f10-6b087f00%22	cwiki.apache.org/WW/webwork-2-migration-strategies.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/webwork-2-migration-strategies.html	(from cwiki.apache.org/WW/guides.html)
16:20:32	10998/10998	U--M--	200	updated ('OK')	text/html	etag:%2239d360-2af6-5c21cc80%22	cwiki.apache.org/WW/building-the-framework-from-source.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/building-the-framework-from-source.html	(from cwiki.apache.org/WW/guides.html)
16:20:32	7389/7389	U--M--	200	updated ('OK')	text/html	etag:%2239d60f-1cdd-6b087f00%22	cwiki.apache.org/WW/editing-the-documentation.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/editing-the-documentation.html	(from cwiki.apache.org/WW/guides.html)
